record_id,date,employee_id,department,location,manager_id,shift_type,contract_type,employee_tenure_months,base_hourly_rate_usd,scheduled_hours,overtime_hours,ot_rate_multiplier,overtime_cost_usd,day_of_week,week_of_year,month,quarter,year,is_weekend,is_holiday_week,is_peak_season,team_size,absence_rate,workload_index,prior_week_overtime_hours
REC00018,2022-01-18,EMP1963,Customer Service,Plant A,MGR011,Rotating,Full-time,37,23.92,37,6.23,1.5,223.53,1,3,1,1,2022,0,0,1,25,0.137,6.5,2.16
REC00019,2022-01-19,EMP1968,Logistics,HQ,MGR010,Day,Full-time,212,35.6,36,4.22,1.5,225.35,2,3,1,1,2022,0,0,1,23,0.135,7.9,1.8
REC00020,2022-01-20,EMP1494,Manufacturing,Plant C,MGR003,Day,Full-time,12,19.81,39,3.79,1.5,112.62,3,3,1,1,2022,0,0,1,23,0.248,7,0.28
REC00021,2022-01-21,EMP2887,Customer Service,Plant C,MGR017,Day,Full-time,212,36.18,37,1.05,1.5,56.98,4,3,1,1,2022,0,0,1,6,0.027,6.5,9
REC00022,2022-01-22,EMP1311,Manufacturing,Distribution Center,MGR009,Night,Full-time,84,20.32,36,0.6,2,24.38,5,3,1,1,2022,1,0,1,19,0.171,5.6,12.23
REC00023,2022-01-23,EMP1521,Manufacturing,Plant B,MGR015,Day,Full-time,132,22.99,39,2.9,1.75,116.67,6,3,1,1,2022,1,0,1,29,0.208,4,19.31
REC00024,2022-01-24,EMP2605,Logistics,Plant B,MGR014,Day,Full-time,94,28.81,35,5.64,1.5,243.73,0,4,1,1,2022,0,0,1,31,0.178,6,5.17
REC00025,2022-01-25,EMP2564,Logistics,Plant C,MGR019,Day,Part-time,159,34.88,29,12.81,1.5,670.22,1,4,1,1,2022,0,0,1,14,0.29,5,6.23
REC00026,2022-01-26,EMP2935,Warehouse,Plant A,MGR017,Day,Part-time,86,19.67,23,1.35,1.5,39.83,2,4,1,1,2022,0,0,1,22,0.063,7.2,4.22
REC00027,2022-01-27,EMP1369,Manufacturing,Plant B,MGR020,Night,Full-time,207,28.09,35,8.07,2,453.37,3,4,1,1,2022,0,0,1,53,0.139,5.2,3.79
REC00028,2022-01-28,EMP2499,Customer Service,HQ,MGR017,Rotating,Part-time,38,34.57,20,2.73,1.5,141.56,4,4,1,1,2022,0,0,1,10,0.029,5,1.05
REC00029,2022-01-29,EMP1746,Customer Service,HQ,MGR016,Day,Full-time,165,34.27,38,5.19,1.75,311.26,5,4,1,1,2022,1,0,1,24,0.133,3.7,0.6
REC00030,2022-01-30,EMP1031,Manufacturing,Plant B,MGR020,Night,Part-time,92,29.68,23,0.02,2,1.19,6,4,1,1,2022,1,0,1,56,0.274,6.9,2.9
REC00031,2022-01-31,EMP2851,Customer Service,Plant B,MGR008,Night,Full-time,203,17.4,36,0.6,2,20.88,0,5,1,1,2022,0,0,1,24,0.101,3.7,5.64
REC00032,2022-02-01,EMP2256,Manufacturing,Plant C,MGR007,Day,Full-time,14,32.57,35,0.98,1.5,47.88,1,5,2,1,2022,0,0,0,30,0.09,4,12.81
REC00033,2022-02-02,EMP2874,Manufacturing,Distribution Center,MGR012,Rotating,Full-time,75,24.67,36,10.75,1.5,397.8,2,5,2,1,2022,0,0,0,47,0.081,5,1.35
REC00034,2022-02-03,EMP1998,Security,Plant C,MGR001,Day,Full-time,128,24.1,38,0.11,1.5,3.98,3,5,2,1,2022,0,0,0,29,0.4,3.1,8.07
REC00035,2022-02-04,EMP1497,Security,Distribution Center,MGR012,Night,Contract,73,21.4,33,3.01,2,128.83,4,5,2,1,2022,0,0,0,7,0.257,3.4,2.73
REC00036,2022-02-05,EMP2590,Warehouse,HQ,MGR006,Day,Full-time,152,20.23,39,12.87,1.75,455.63,5,5,2,1,2022,1,0,0,24,0.26,1,5.19
REC00037,2022-02-06,EMP1964,Logistics,Distribution Center,MGR016,Night,Full-time,10,35.51,35,7.21,2,512.05,6,5,2,1,2022,1,0,0,16,0.077,1,0.02
REC00038,2022-02-07,EMP2199,Manufacturing,Plant C,MGR018,Night,Full-time,38,23.56,35,3.44,2,162.09,0,6,2,1,2022,0,0,0,26,0.231,1.3,0.6
REC00039,2022-02-08,EMP1298,IT Support,Plant B,MGR019,Day,Full-time,171,52.24,35,1.1,1.5,86.2,1,6,2,1,2022,0,0,0,20,0.027,4.3,0.98
REC00040,2022-02-09,EMP2815,Logistics,Distribution Center,MGR003,Day,Full-time,105,19.72,37,3.43,1.5,101.46,2,6,2,1,2022,0,0,0,21,0.065,1.5,10.75
REC00041,2022-02-10,EMP2389,Manufacturing,Plant C,MGR003,Split,Full-time,165,33.22,36,2.62,1.5,130.55,3,6,2,1,2022,0,0,0,48,0.091,4.4,0.11
REC00042,2022-02-11,EMP2110,Logistics,HQ,MGR005,Day,Part-time,170,28.22,23,4.28,1.5,181.17,4,6,2,1,2022,0,0,0,23,0.311,1.1,3.01
REC00043,2022-02-12,EMP1577,Manufacturing,Distribution Center,MGR003,Night,Part-time,32,19.85,28,7.5,2,297.75,5,6,2,1,2022,1,0,0,32,0.317,2.9,12.87
REC00044,2022-02-13,EMP2113,Warehouse,HQ,MGR019,Split,Contract,212,17.71,36,4.09,1.75,126.76,6,6,2,1,2022,1,0,0,14,0.268,2.1,7.21
REC00045,2022-02-14,EMP1054,Manufacturing,HQ,MGR005,Rotating,Full-time,14,27.36,37,15.08,1.5,618.88,0,7,2,1,2022,0,0,0,56,0.267,2.5,3.44
REC00046,2022-02-15,EMP2654,IT Support,Plant A,MGR014,Night,Part-time,230,30.47,27,5.28,2,321.76,1,7,2,1,2022,0,0,0,23,0.104,5,1.1
REC00047,2022-02-16,EMP2385,Logistics,Distribution Center,MGR016,Rotating,Full-time,132,39.31,38,3.94,1.5,232.32,2,7,2,1,2022,0,0,0,11,0.118,1,3.43
REC00048,2022-02-17,EMP2500,Customer Service,Plant C,MGR001,Rotating,Full-time,152,37.57,35,2.32,1.5,130.74,3,7,2,1,2022,0,0,0,28,0.243,5.3,2.62
REC00049,2022-02-18,EMP1229,Customer Service,Distribution Center,MGR017,Night,Full-time,96,38.79,39,4.18,2,324.28,4,7,2,1,2022,0,0,0,28,0.169,3.7,4.28
REC00050,2022-02-19,EMP1779,Manufacturing,Distribution Center,MGR011,Night,Contract,10,34.88,38,12.71,2,886.65,5,7,2,1,2022,1,0,0,33,0.4,1.2,7.5
REC00051,2022-02-20,EMP2855,Security,HQ,MGR009,Day,Part-time,118,17.41,21,1.44,1.75,43.87,6,7,2,1,2022,1,0,0,10,0.104,4.2,4.09
REC00052,2022-02-21,EMP2558,Warehouse,HQ,MGR004,Split,Contract,107,19.97,32,3.57,1.5,106.94,0,8,2,1,2022,0,0,0,27,0.207,2.2,15.08
REC00053,2022-02-22,EMP2974,Security,HQ,MGR002,Night,Part-time,16,17.58,23,0.52,2,18.28,1,8,2,1,2022,0,0,0,18,0.206,2.7,5.28
REC00054,2022-02-23,EMP2783,Warehouse,HQ,MGR009,Day,Contract,167,21.59,35,1.83,1.5,59.26,2,8,2,1,2022,0,0,0,27,0.103,5.1,3.94
REC00055,2022-02-24,EMP1985,Customer Service,Plant C,MGR005,Rotating,Part-time,96,34.5,22,8.36,1.5,432.63,3,8,2,1,2022,0,0,0,7,0.223,1.1,2.32
REC00056,2022-02-25,EMP1373,Warehouse,Plant B,MGR004,Night,Full-time,18,31.46,35,1.67,2,105.08,4,8,2,1,2022,0,0,0,29,0.296,2.9,4.18
REC00057,2022-02-26,EMP1469,Manufacturing,Plant A,MGR005,Day,Full-time,153,30.02,39,1.01,1.75,53.06,5,8,2,1,2022,1,0,0,26,0.131,4.1,12.71
REC00058,2022-02-27,EMP1420,Manufacturing,HQ,MGR018,Night,Full-time,7,34.49,35,1.23,2,84.85,6,8,2,1,2022,1,0,0,39,0.076,1.9,1.44
REC00059,2022-02-28,EMP2850,Manufacturing,HQ,MGR013,Day,Full-time,184,32.63,37,2,1.5,97.89,0,9,2,1,2022,0,0,0,30,0.096,1,3.57
REC00060,2022-03-01,EMP1532,Logistics,Plant A,MGR005,Rotating,Full-time,126,22.48,35,1.07,1.5,36.08,1,9,3,1,2022,0,0,0,21,0.108,1.6,0.52
REC00061,2022-03-02,EMP2424,Logistics,HQ,MGR019,Day,Full-time,175,30.9,35,1.95,1.5,90.38,2,9,3,1,2022,0,0,0,36,0.093,3.7,1.83
REC00062,2022-03-03,EMP1988,Manufacturing,Plant B,MGR003,Rotating,Full-time,115,34.05,35,6.09,1.5,311.05,3,9,3,1,2022,0,0,0,48,0.315,1,8.36
REC00063,2022-03-04,EMP2208,Warehouse,Distribution Center,MGR018,Night,Contract,210,30.43,30,9.26,2,563.56,4,9,3,1,2022,0,0,0,27,0.032,1,1.67
REC00064,2022-03-05,EMP2885,Logistics,Plant A,MGR006,Day,Contract,111,31.11,35,0.61,1.75,33.21,5,9,3,1,2022,1,0,0,27,0.029,3.6,1.01
REC00065,2022-03-06,EMP1562,Manufacturing,Plant C,MGR006,Split,Full-time,82,22.59,36,8.78,1.75,347.1,6,9,3,1,2022,1,0,0,37,0.311,1.4,1.23
REC00066,2022-03-07,EMP1090,Customer Service,Plant A,MGR005,Night,Full-time,131,28.37,39,0.36,2,20.43,0,10,3,1,2022,0,0,0,6,0.115,4.5,2
REC00067,2022-03-08,EMP2640,Manufacturing,Plant B,MGR001,Day,Full-time,129,19.67,39,1.91,1.5,56.35,1,10,3,1,2022,0,0,0,35,0.281,3.8,1.07
REC00068,2022-03-09,EMP2730,Warehouse,Plant C,MGR008,Night,Full-time,33,19.83,37,20,2,793.2,2,10,3,1,2022,0,0,0,19,0.4,2.4,1.95
REC00069,2022-03-10,EMP2407,Manufacturing,Distribution Center,MGR001,Rotating,Part-time,199,30.25,28,0.34,1.5,15.43,3,10,3,1,2022,0,0,0,32,0.223,4.1,6.09
REC00070,2022-03-11,EMP1369,Security,HQ,MGR006,Day,Full-time,74,23.57,39,0.06,1.5,2.12,4,10,3,1,2022,0,0,0,11,0.021,3.2,9.26
REC00071,2022-03-12,EMP2098,Warehouse,Plant A,MGR020,Day,Full-time,108,26.88,38,1.98,1.75,93.14,5,10,3,1,2022,1,0,0,14,0.144,2.9,0.61
REC00072,2022-03-13,EMP2293,Manufacturing,Plant C,MGR014,Day,Part-time,59,27.44,28,18.11,1.75,869.64,6,10,3,1,2022,1,0,0,30,0.118,3.4,8.78
REC00073,2022-03-14,EMP1015,Manufacturing,Plant A,MGR011,Day,Part-time,72,32.19,22,0.08,1.5,3.86,0,11,3,1,2022,0,0,0,52,0.096,2.5,0.36
REC00074,2022-03-15,EMP2353,Warehouse,Distribution Center,MGR002,Rotating,Full-time,160,21.06,35,0.98,1.5,30.96,1,11,3,1,2022,0,0,0,21,0.185,3.5,1.91
REC00075,2022-03-16,EMP2819,IT Support,Plant A,MGR004,Night,Part-time,87,51.54,22,2.7,2,278.32,2,11,3,1,2022,0,0,0,21,0.267,1,20
REC00076,2022-03-17,EMP2416,IT Support,Plant C,MGR013,Day,Full-time,145,45.4,36,0.6,1.5,40.86,3,11,3,1,2022,0,0,0,22,0.281,6.4,0.34
REC00077,2022-03-18,EMP2734,Warehouse,Plant B,MGR007,Day,Full-time,206,35.42,35,0.18,1.5,9.56,4,11,3,1,2022,0,0,0,18,0.156,4.6,0.06
REC00078,2022-03-19,EMP2458,Manufacturing,Plant C,MGR006,Day,Full-time,17,28.99,38,0.32,1.75,16.23,5,11,3,1,2022,1,0,0,49,0.4,3.6,1.98
REC00079,2022-03-20,EMP1344,Logistics,Plant A,MGR003,Split,Full-time,89,26,36,4.3,1.75,195.65,6,11,3,1,2022,1,0,0,33,0.124,4.7,18.11
REC00080,2022-03-21,EMP2219,Manufacturing,Distribution Center,MGR009,Day,Full-time,149,24.24,36,3.3,1.5,119.99,0,12,3,1,2022,0,0,0,34,0.175,4.8,0.08
REC00081,2022-03-22,EMP2946,Warehouse,HQ,MGR014,Split,Full-time,55,18.52,37,3.98,1.5,110.56,1,12,3,1,2022,0,0,0,19,0.1,2.9,0.98
REC00082,2022-03-23,EMP2060,Customer Service,HQ,MGR020,Night,Full-time,6,37.51,38,0.46,2,34.51,2,12,3,1,2022,0,0,0,26,0.101,1.8,2.7
REC00083,2022-03-24,EMP1917,Logistics,Distribution Center,MGR011,Day,Part-time,84,36.09,20,2.42,1.5,131.01,3,12,3,1,2022,0,0,0,32,0.035,1.1,0.6
REC00084,2022-03-25,EMP1205,Manufacturing,Plant A,MGR005,Rotating,Full-time,177,24.03,39,4.41,1.5,158.96,4,12,3,1,2022,0,0,0,52,0.109,4.2,0.18
REC00085,2022-03-26,EMP2844,Logistics,Distribution Center,MGR014,Night,Full-time,84,25.87,35,1.72,2,88.99,5,12,3,1,2022,1,0,0,34,0.13,5.2,0.32
REC00086,2022-03-27,EMP2675,Logistics,Plant A,MGR019,Rotating,Part-time,154,19.4,22,4.99,1.75,169.41,6,12,3,1,2022,1,0,0,12,0.234,2.2,4.3
REC00087,2022-03-28,EMP1776,IT Support,Plant C,MGR008,Split,Full-time,160,29.46,39,2.77,1.5,122.41,0,13,3,1,2022,0,0,0,29,0.039,3.5,3.3
REC00088,2022-03-29,EMP2081,Customer Service,Plant B,MGR007,Day,Contract,72,30.53,35,11.73,1.5,537.18,1,13,3,1,2022,0,0,0,19,0.207,4.7,3.98
REC00089,2022-03-30,EMP2134,Warehouse,Plant A,MGR007,Day,Full-time,109,35.88,37,2.95,1.5,158.77,2,13,3,1,2022,0,0,0,9,0.312,4.1,0.46
REC00090,2022-03-31,EMP1686,Logistics,HQ,MGR003,Rotating,Full-time,112,37.6,38,8.29,1.5,467.56,3,13,3,1,2022,0,0,0,33,0.028,3.9,2.42
REC00091,2022-04-01,EMP2520,Manufacturing,HQ,MGR003,Day,Full-time,172,18.02,36,7.18,1.5,194.08,4,13,4,2,2022,0,0,0,29,0.132,6.5,4.41
REC00092,2022-04-02,EMP1718,IT Support,Plant B,MGR018,Day,Full-time,187,39.84,36,9.51,1.75,663.04,5,13,4,2,2022,1,0,0,19,0.246,2.5,1.72
REC00093,2022-04-03,EMP1225,Warehouse,Plant A,MGR013,Day,Full-time,29,18.42,35,6.26,1.75,201.79,6,13,4,2,2022,1,0,0,28,0.39,2.9,4.99
REC00094,2022-04-04,EMP2410,Customer Service,Plant B,MGR001,Day,Full-time,17,34.59,36,0.6,1.5,31.13,0,14,4,2,2022,0,0,0,22,0.112,1.7,2.77
REC00095,2022-04-05,EMP1064,Warehouse,Plant C,MGR005,Rotating,Full-time,18,22.62,38,1.38,1.5,46.82,1,14,4,2,2022,0,0,0,9,0.205,1.4,11.73
REC00096,2022-04-06,EMP2788,Logistics,Plant B,MGR004,Day,Full-time,168,27.54,39,5.37,1.5,221.83,2,14,4,2,2022,0,0,0,24,0.094,3.4,2.95
REC00097,2022-04-07,EMP1948,Customer Service,Plant C,MGR016,Night,Full-time,63,38.29,35,2.39,2,183.03,3,14,4,2,2022,0,0,0,5,0.197,1.2,8.29
REC00098,2022-04-08,EMP1961,Logistics,HQ,MGR015,Night,Full-time,82,34.05,38,1.32,2,89.89,4,14,4,2,2022,0,0,0,32,0.095,1,7.18
REC00099,2022-04-09,EMP2803,Manufacturing,Plant C,MGR018,Day,Full-time,75,19.42,36,6.41,1.75,217.84,5,14,4,2,2022,1,0,0,15,0.176,2.3,9.51
REC00100,2022-04-10,EMP2926,Manufacturing,Plant A,MGR017,Day,Full-time,173,26.59,39,14.22,1.75,661.69,6,14,4,2,2022,1,0,0,56,0.205,2.6,6.26
REC00101,2022-04-11,EMP2376,Manufacturing,Plant A,MGR014,Rotating,Full-time,204,20.55,38,2.12,1.5,65.35,0,15,4,2,2022,0,0,0,19,0.137,4.8,0.6
REC00102,2022-04-12,EMP2487,Customer Service,Plant A,MGR014,Day,Full-time,79,29.26,39,2.27,1.5,99.63,1,15,4,2,2022,0,0,0,25,0.078,1,1.38
REC00103,2022-04-13,EMP2868,Logistics,Plant A,MGR019,Rotating,Part-time,90,33.29,29,3.66,1.5,182.76,2,15,4,2,2022,0,0,0,18,0.249,1,5.37
REC00104,2022-04-14,EMP1320,Customer Service,Distribution Center,MGR006,Rotating,Full-time,131,19.76,35,0.41,1.5,12.15,3,15,4,2,2022,0,0,0,13,0.231,2,2.39
REC00105,2022-04-15,EMP1357,Warehouse,Plant C,MGR013,Day,Part-time,131,36.93,26,0.31,1.5,17.17,4,15,4,2,2022,0,0,0,8,0.153,2.4,1.32
REC00106,2022-04-16,EMP1093,Manufacturing,Plant A,MGR018,Night,Full-time,166,24.07,37,17.18,2,827.05,5,15,4,2,2022,1,0,0,21,0.145,1.1,6.41
REC00107,2022-04-17,EMP1695,Logistics,Plant B,MGR015,Night,Full-time,99,37.38,37,18.5,2,1383.06,6,15,4,2,2022,1,0,0,10,0.051,3.1,14.22
REC00108,2022-04-18,EMP2324,Warehouse,Plant B,MGR007,Day,Full-time,201,24.19,37,7.62,1.5,276.49,0,16,4,2,2022,0,0,0,5,0.039,3.5,2.12
REC00109,2022-04-19,EMP2750,Manufacturing,Distribution Center,MGR019,Rotating,Part-time,107,23.51,27,2.43,1.5,85.69,1,16,4,2,2022,0,0,0,34,0.118,1,2.27
REC00110,2022-04-20,EMP2518,Manufacturing,Plant C,MGR017,Rotating,Full-time,40,23.28,37,1.63,1.5,56.92,2,16,4,2,2022,0,0,0,15,0.045,3.8,3.66
REC00111,2022-04-21,EMP2678,Manufacturing,Plant C,MGR009,Day,Full-time,68,31.61,36,11.4,1.5,540.53,3,16,4,2,2022,0,0,0,46,0.194,4,0.41
REC00112,2022-04-22,EMP2619,Manufacturing,Plant C,MGR011,Night,Full-time,182,32.34,37,11.15,2,721.18,4,16,4,2,2022,0,0,0,54,0.214,1.1,0.31
REC00113,2022-04-23,EMP2413,Warehouse,Distribution Center,MGR005,Split,Full-time,20,18.86,39,8.35,1.75,275.59,5,16,4,2,2022,1,0,0,26,0.4,4.9,17.18
REC00114,2022-04-24,EMP2635,Warehouse,Plant C,MGR002,Split,Full-time,15,20.62,39,1.98,1.75,71.45,6,16,4,2,2022,1,0,0,27,0.229,4.4,18.5
REC00115,2022-04-25,EMP2817,Customer Service,Plant C,MGR015,Night,Full-time,93,34.51,39,3.31,2,228.46,0,17,4,2,2022,0,0,0,25,0.158,2,7.62
REC00116,2022-04-26,EMP1434,Warehouse,Plant A,MGR012,Night,Full-time,133,37.35,37,5.86,2,437.74,1,17,4,2,2022,0,0,0,18,0.087,1.8,2.43
REC00117,2022-04-27,EMP2126,Warehouse,Plant C,MGR010,Day,Full-time,39,35.46,36,2.79,1.5,148.4,2,17,4,2,2022,0,0,0,12,0.367,1,1.63
REC00118,2022-04-28,EMP1841,Manufacturing,Plant A,MGR010,Split,Full-time,40,18.12,36,3.69,1.5,100.29,3,17,4,2,2022,0,0,0,47,0.053,1,11.4
REC00119,2022-04-29,EMP2402,Warehouse,Plant A,MGR020,Day,Part-time,135,39.85,23,4.59,1.5,274.37,4,17,4,2,2022,0,0,0,7,0.206,2.2,11.15
REC00120,2022-04-30,EMP2607,Customer Service,Plant C,MGR011,Night,Part-time,200,17.65,27,7.1,2,250.63,5,17,4,2,2022,1,0,0,28,0.17,2.7,8.35
REC00121,2022-05-01,EMP2909,Warehouse,Plant B,MGR010,Day,Full-time,96,36.81,37,1.34,1.75,86.32,6,17,5,2,2022,1,0,0,11,0.116,3.6,1.98
REC00122,2022-05-02,EMP2362,Warehouse,HQ,MGR007,Day,Full-time,100,26.27,36,1.61,1.5,63.44,0,18,5,2,2022,0,0,0,29,0.23,4.3,3.31
REC00123,2022-05-03,EMP2024,Logistics,Plant B,MGR014,Day,Part-time,33,26.92,22,5.32,1.5,214.82,1,18,5,2,2022,0,0,0,20,0.082,1.3,5.86
REC00124,2022-05-04,EMP1898,Manufacturing,Plant C,MGR013,Split,Full-time,118,22.91,35,1.21,1.5,41.58,2,18,5,2,2022,0,0,0,26,0.263,3,2.79
REC00125,2022-05-05,EMP1884,Manufacturing,Plant C,MGR005,Day,Full-time,37,19.27,36,9.89,1.5,285.87,3,18,5,2,2022,0,0,0,57,0.085,3.8,3.69
REC00126,2022-05-06,EMP1778,Logistics,Plant B,MGR019,Night,Part-time,32,23.6,23,8.31,2,392.23,4,18,5,2,2022,0,0,0,30,0.04,4.1,4.59
REC00127,2022-05-07,EMP1492,Warehouse,Plant C,MGR010,Day,Full-time,43,20.2,35,11.01,1.75,389.2,5,18,5,2,2022,1,0,0,25,0.195,2.1,7.1
REC00128,2022-05-08,EMP2666,Warehouse,Plant A,MGR008,Day,Full-time,191,27.6,38,1.72,1.75,83.08,6,18,5,2,2022,1,0,0,13,0.087,3.7,1.34
REC00129,2022-05-09,EMP2084,Manufacturing,Distribution Center,MGR018,Day,Contract,36,30.6,36,0.44,1.5,20.2,0,19,5,2,2022,0,0,0,43,0.174,3.8,1.61
REC00130,2022-05-10,EMP1813,Customer Service,Plant C,MGR001,Night,Full-time,98,19.31,38,0.34,2,13.13,1,19,5,2,2022,0,0,0,16,0.135,5.2,5.32
REC00131,2022-05-11,EMP2533,Logistics,Plant C,MGR005,Day,Part-time,49,37.05,24,2.84,1.5,157.83,2,19,5,2,2022,0,0,0,21,0.114,2.9,1.21
REC00132,2022-05-12,EMP1392,Manufacturing,Plant B,MGR011,Day,Part-time,25,18.23,24,1.46,1.5,39.92,3,19,5,2,2022,0,0,0,35,0.154,2.7,9.89
REC00133,2022-05-13,EMP2978,Manufacturing,Plant A,MGR020,Day,Contract,108,22.42,30,1.22,1.5,41.03,4,19,5,2,2022,0,0,0,20,0.191,1.9,8.31
REC00134,2022-05-14,EMP2143,Logistics,Plant B,MGR011,Day,Full-time,96,32.33,35,1.32,1.75,74.68,5,19,5,2,2022,1,0,0,13,0.145,1.6,11.01
REC00135,2022-05-15,EMP2799,Security,Plant B,MGR016,Split,Full-time,66,21.05,35,3.41,1.75,125.62,6,19,5,2,2022,1,0,0,22,0.064,2.3,1.72
REC00136,2022-05-16,EMP2495,Logistics,Plant C,MGR010,Split,Full-time,9,36.06,38,2.78,1.5,150.37,0,20,5,2,2022,0,0,0,17,0.114,1.1,0.44
REC00137,2022-05-17,EMP2352,Customer Service,Plant A,MGR015,Day,Full-time,230,31.81,35,1.37,1.5,65.37,1,20,5,2,2022,0,0,0,12,0.03,2.3,0.34
REC00138,2022-05-18,EMP1021,IT Support,Plant C,MGR007,Night,Full-time,221,42.38,36,0.44,2,37.29,2,20,5,2,2022,0,0,0,19,0.099,1,2.84
REC00139,2022-05-19,EMP2121,Logistics,Plant C,MGR015,Split,Full-time,102,19.75,39,9.25,1.5,274.03,3,20,5,2,2022,0,0,0,20,0.173,1,1.46
REC00140,2022-05-20,EMP2839,Security,Plant C,MGR016,Day,Full-time,146,19.87,37,1.54,1.5,45.9,4,20,5,2,2022,0,0,0,21,0.121,1.6,1.22
REC00141,2022-05-21,EMP1513,Security,Plant C,MGR006,Rotating,Full-time,22,15.08,38,0.65,1.75,17.15,5,20,5,2,2022,1,0,0,22,0.052,3.6,1.32
REC00142,2022-05-22,EMP1908,Manufacturing,Distribution Center,MGR011,Split,Full-time,99,31.73,38,0.23,1.75,12.77,6,20,5,2,2022,1,0,0,16,0.065,3.9,3.41
REC00143,2022-05-23,EMP1715,Logistics,HQ,MGR017,Day,Part-time,15,26.94,27,0.58,1.5,23.44,0,21,5,2,2022,0,0,0,22,0.037,2.9,2.78
REC00144,2022-05-24,EMP1944,Logistics,Plant A,MGR015,Day,Part-time,7,16.71,24,1.23,1.5,30.83,1,21,5,2,2022,0,0,0,37,0.218,3.1,1.37
REC00145,2022-05-25,EMP2664,Manufacturing,Distribution Center,MGR016,Split,Contract,141,26.31,39,3.98,1.5,157.07,2,21,5,2,2022,0,0,0,26,0.212,3.9,0.44
REC00146,2022-05-26,EMP1350,Manufacturing,HQ,MGR002,Night,Full-time,106,29.94,35,18.4,2,1101.79,3,21,5,2,2022,0,0,0,30,0.327,2.4,9.25
REC00147,2022-05-27,EMP2156,Customer Service,HQ,MGR004,Day,Contract,164,28.3,38,0.79,1.5,33.54,4,21,5,2,2022,0,0,0,9,0.16,3.3,1.54
REC00148,2022-05-28,EMP1546,Customer Service,HQ,MGR019,Day,Part-time,16,26.45,24,5.85,1.75,270.78,5,21,5,2,2022,1,0,0,16,0.352,1.5,0.65
